DomesticG,PBudget,RDate,Title,WorldwideG
"$67,383,924","$20,000,000","Apr 18, 2003",Holes,"$71,232,214"
"$65,653,242","$20,000,000","Jun 29, 2012",Tyler Perry's Madea's Witness Protection,"$66,950,887"
,,,,
"$62,950,384","$20,000,000","Mar 31, 2010",The Last Song,"$92,678,948"
"$60,095,852","$20,000,000","Apr 2, 2010",Why Did I Get Married Too?,"$60,831,067"
"$57,598,247","$20,000,000","Oct 23, 1998",La vita Ã¨ bella,"$229,385,361"
"$56,671,993","$20,000,000","Oct 18, 2013",12 Years a Slave,"$181,025,343"
"$56,398,162","$20,000,000","Dec 13, 2002",Drumline,"$56,398,162"
"$56,245,075","$20,000,000","Jun 3, 2016",Me Before You,"$208,265,198"
"$54,611,903","$20,000,000","Feb 8, 2019",What Men Want,"$69,911,903"
"$54,030,051","$20,000,000","Apr 15, 2016",Barbershop: The Next Cut,"$54,404,202"
"$53,976,987","$20,000,000","Dec 7, 1990",Edward Scissorhands,"$53,976,987"
"$53,548,586","$20,000,000","Sep 14, 2018",A Simple Favor,"$97,628,717"
"$52,076,908","$20,000,000","Jan 9, 2015",Selma,"$66,776,576"
"$49,823,037","$20,000,000","Dec 12, 1980",Popeye,"$49,823,037"
"$48,548,426","$20,000,000","Feb 17, 2006",Date Movie,"$85,146,165"
"$48,430,258","$20,000,000","Feb 15, 2002",Peter Pan: Return to Neverland,"$109,862,682"
"$47,901,582","$20,000,000","Feb 14, 2003",The Jungle Book 2,"$140,122,225"
"$47,852,604","$20,000,000","Mar 16, 2007",Premonition,"$81,461,343"
"$47,319,572","$20,000,000","Oct 20, 2017",Tyler Perryâ€™s Boo 2! A Madea Halloween,"$47,879,572"
"$46,752,382","$20,000,000","Feb 4, 2005",Boogeyman,"$67,192,859"
"$45,542,421","$20,000,000","Feb 11, 2000",The Tigger Movie,"$96,147,688"
"$45,055,776","$20,000,000","Nov 6, 2015",Spotlight,"$92,088,460"
"$43,549,096","$20,000,000","Mar 30, 2018",Acrimony,"$46,627,836"
"$42,656,255","$20,000,000","Jun 26, 2015",Max,"$43,658,157"
"$41,975,388","$20,000,000","Mar 21, 2008",Meet the Browns,"$41,975,388"
"$41,596,251","$20,000,000","Jul 24, 2009",Orphan,"$78,769,428"
"$40,847,995","$20,000,000","Nov 17, 2017",The Star,"$62,758,010"
"$39,739,367","$20,000,000","Jan 26, 2007",Epic Movie,"$86,858,578"
"$39,263,506","$20,000,000","Sep 19, 2008",Lakeview Terrace,"$44,821,299"
"$39,143,839","$20,000,000","Oct 13, 2006",The Grudge 2,"$70,743,839"
"$38,583,626","$20,000,000","Jul 27, 2016",Nerve,"$70,652,284"
"$38,264,085","$20,000,000","May 14, 1982",Conan the Barbarian,"$79,114,085"
"$37,672,944","$20,000,000","Aug 14, 1998",How Stella Got Her Groove Back,"$37,672,944"
"$37,537,675","$20,000,000","Jul 19, 1991",Bill & Ted's Bogus Journey,"$37,537,675"
"$37,442,180","$20,000,000","Oct 13, 2006",Man of the Year,"$41,342,180"
"$36,880,033","$20,000,000","Feb 19, 2016",Risen,"$46,255,763"
"$36,661,504","$20,000,000","Aug 18, 2010",Vampires Suck,"$81,424,988"
"$35,841,901","$20,000,000","Dec 21, 1979",The Black Hole,"$35,841,901"
"$35,606,376","$20,000,000","Sep 1, 2010",The American,"$67,950,723"
"$35,450,113","$20,000,000","Mar 21, 1997",Selena,"$35,450,113"
"$35,061,031","$20,000,000","Nov 4, 2011",A Very Harold & Kumar 3D Christmas,"$36,265,745"
"$34,366,518","$20,000,000","Mar 19, 2004",Eternal Sunshine of the Spotless Mind,"$72,570,762"
"$34,341,945","$20,000,000","Jan 4, 2013",Texas Chainsaw 3D,"$47,666,013"
"$34,302,837","$20,000,000","Oct 27, 2006",Babel,"$132,121,212"
"$34,296,320","$20,000,000","Sep 19, 2014",This is Where I Leave You,"$41,296,320"
"$33,446,470","$20,000,000","Dec 12, 2008",Doubt,"$53,191,101"
"$32,774,834","$20,000,000","Oct 15, 2004",Team America: World Police,"$50,948,811"
"$32,051,917","$20,000,000","Oct 27, 1995",Copycat,"$32,051,917"
"$32,015,787","$20,000,000","Apr 12, 2013",Scary Movie V,"$78,613,981"
"$32,010,860","$20,000,000","Mar 12, 2010",She's Out of My League,"$48,680,977"
"$31,841,299","$20,000,000","Nov 26, 2008",Milk,"$57,293,371"
"$31,678,778","$20,000,000","Oct 15, 1969",Paint Your Wagon,"$31,678,778"
"$31,177,548","$20,000,000","Aug 31, 2011",The Debt,"$46,604,054"
"$30,113,491","$20,000,000","Oct 25, 2002",Ghost Ship,"$68,349,884"
"$30,101,577","$20,000,000","Jan 8, 2010",Daybreakers,"$51,445,503"
"$30,060,660","$20,000,000","Mar 7, 2008",The Bank Job,"$66,143,005"
"$29,795,299","$20,000,000","Mar 20, 1998",Wild Things,"$55,576,699"
"$29,062,561","$20,000,000","Oct 16, 2009",The Stepfather,"$29,227,561"
"$27,277,055","$20,000,000","Mar 31, 2000",High Fidelity,"$47,881,663"
"$26,910,736","$20,000,000","Apr 28, 2006",Stick It,"$30,399,714"
"$26,890,041","$20,000,000","Jan 4, 2008",One Missed Call,"$44,513,466"
"$26,792,700","$20,000,000","Jan 12, 1996",Eye for an Eye,"$26,792,700"
"$26,418,667","$20,000,000","Apr 11, 2008",Street Kings,"$65,457,811"
"$26,004,851","$20,000,000","Aug 23, 2013",The World's End,"$47,508,505"
"$25,728,961","$20,000,000","Jan 19, 1996",From Dusk Till Dawn,"$25,732,986"
"$25,702,053","$20,000,000","Sep 24, 2010",You Again,"$32,838,945"
"$25,584,685","$20,000,000","Jun 15, 2007",Nancy Drew,"$30,703,845"
"$25,107,267","$20,000,000","Sep 17, 2010",Alpha and Omega 3D,"$48,958,353"
"$24,622,687","$20,000,000","Dec 25, 2018",On the Basis of Sex,"$37,677,384"
"$23,438,250","$20,000,000","Feb 14, 2014",Endless Love,"$34,718,173"
"$23,364,784","$20,000,000","Sep 8, 2006",The Covenant,"$38,164,784"
"$23,186,769","$20,000,000","Jul 1, 2011",Monte Carlo,"$39,686,769"
"$23,086,480","$20,000,000","Mar 24, 2006",Stay Alive,"$23,187,506"
"$22,991,379","$20,000,000","Oct 7, 2005",2 For the Money,"$30,491,379"
"$22,105,643","$20,000,000","Jun 16, 2017",Rough Night,"$46,844,357"
"$21,541,218","$20,000,000","Dec 4, 1998",Psycho,"$37,226,218"
"$21,413,105","$20,000,000","Oct 19, 1990",Quigley Down Under,"$21,413,105"
"$21,284,514","$20,000,000","Sep 27, 1995",To Die For,"$27,688,744"
"$20,919,166","$20,000,000","Aug 21, 2009",Shorts,"$29,870,801"
"$20,268,825","$20,000,000","Oct 30, 1998",Vampires,"$20,268,825"
"$20,211,394","$20,000,000","Sep 19, 2008",Appaloosa,"$27,911,453"
"$20,180,155","$20,000,000","Nov 20, 2015",Secret in Their Eyes,"$32,608,019"
"$19,762,690","$20,000,000","Aug 13, 2004",Yu-Gi-Oh,"$28,762,690"
"$19,661,987","$20,000,000","Mar 23, 2007",Reign Over Me,"$20,081,987"
"$19,219,250","$20,000,000","Sep 19, 2008",My Best Friend's Girl,"$34,787,111"
"$18,882,880","$20,000,000","May 11, 2007",Georgia Rule,"$20,819,601"
"$18,826,490","$20,000,000","Jul 31, 1981",Under the Rainbow,"$18,826,490"
"$18,400,000","$20,000,000","Apr 12, 1985",Ladyhawke,"$18,400,000"
"$18,354,356","$20,000,000","Sep 21, 2007",Into the Wild,"$56,822,960"
"$18,253,415","$20,000,000","Sep 11, 1998",Simon Birch,"$18,310,591"
"$18,098,433","$20,000,000","Feb 11, 2005",Pooh's Heffalump Movie,"$55,686,944"
"$17,807,569","$20,000,000","Sep 29, 2006",School for Scoundrels,"$17,807,569"
"$17,530,219","$20,000,000","Oct 26, 2012",Silent Hill: Revelation 3D,"$55,975,672"
"$17,468,887","$20,000,000","Nov 3, 1995",Home for the Holidays,"$22,119,269"
"$17,445,186","$20,000,000","Mar 31, 2017",The Zookeeperâ€™s Wife,"$26,308,749"
"$17,231,291","$20,000,000","Feb 20, 2009",Fired Up,"$18,608,570"
"$17,104,669","$20,000,000","Apr 8, 2005",Kung Fu Hustle,"$102,034,104"
"$16,988,996","$20,000,000","Jul 26, 2002",The Country Bears,"$16,988,996"
"$16,883,115","$20,000,000","Sep 29, 2017",Flatliners,"$45,173,738"
"$16,574,590","$20,000,000","Mar 16, 2007",Dead Silence,"$20,614,661"
"$16,248,701","$20,000,000","Nov 21, 2003",21 Grams,"$59,667,625"
"$15,988,876","$20,000,000","Dec 4, 2009",Armored,"$23,661,038"
,,,,
"$15,800,078","$20,000,000","Dec 14, 2007",The Kite Runner,"$74,180,745"
"$15,712,072","$20,000,000","Sep 3, 2004",Paparazzi,"$16,612,072"
"$15,543,862","$20,000,000","Jan 17, 2003",A Guy Thing,"$17,430,594"
"$15,473,333","$20,000,000","Feb 15, 1965",The Greatest Story Ever Told,"$15,473,333"
"$15,464,026","$20,000,000","Jul 21, 2000",Loser,"$18,250,106"
"$15,055,091","$20,000,000","Mar 6, 1998",Twilight,"$15,055,091"
"$14,363,397","$20,000,000","Sep 23, 2009",Capitalism: A Love Story,"$19,121,531"
"$14,326,865","$20,000,000","Apr 13, 2012",Lockout,"$33,943,049"
"$14,190,901","$20,000,000","Aug 29, 2008",Disaster Movie,"$36,720,752"
"$14,011,084","$20,000,000","Sep 30, 2011",What's Your Number?,"$30,163,785"
"$13,801,755","$20,000,000","Nov 14, 1997",The Man Who Knew Too Little,"$13,801,755"
"$13,684,249","$20,000,000","Apr 17, 2009",Crank 2: High Voltage,"$35,472,739"
"$13,651,946","$20,000,000","Oct 30, 2015",Burnt,"$36,773,510"
"$13,548,322","$20,000,000","Apr 30, 2004",Envy,"$14,566,246"
"$13,395,961","$20,000,000","Oct 13, 2006",One Night with the King,"$13,725,032"
"$13,383,747","$20,000,000","Oct 21, 1994",Bullets Over Broadway,"$13,383,747"
"$13,367,624","$20,000,000","Sep 19, 2008",Ghost Town,"$29,958,228"
"$12,987,647","$20,000,000","Nov 22, 2002",The Quiet American,"$26,348,203"
"$12,639,297","$20,000,000","Feb 26, 2016",Triple 9,"$25,943,792"
"$12,545,979","$20,000,000","Sep 2, 2016",The Light Between Oceans,"$22,281,732"
"$12,482,775","$20,000,000","Oct 28, 2005",The Weather Man,"$15,466,961"
"$12,398,628","$20,000,000","Aug 23, 2002",Undisputed,"$12,398,628"
"$12,234,694","$20,000,000","Mar 27, 2009",12 Rounds,"$17,306,648"
"$12,134,935","$20,000,000","Oct 1, 2010",Let Me In,"$28,270,399"
"$11,744,960","$20,000,000","May 6, 1994",3 Ninjas Kick Back,"$11,744,960"
"$11,175,164","$20,000,000","Feb 22, 2008",Be Kind Rewind,"$30,894,247"
"$11,036,366","$20,000,000","Dec 9, 2005",Mrs. Henderson Presents,"$27,836,366"
"$10,686,841","$20,000,000","Dec 12, 1997",Deconstructing Harry,"$10,686,841"
"$10,570,375","$20,000,000","Oct 22, 1999",Three to Tango,"$10,570,375"
"$10,555,348","$20,000,000","Dec 15, 1989",We're No Angels,"$10,555,348"
"$9,725,847","$20,000,000","Dec 6, 1996",Everyone Says I Love You,"$34,600,000"
"$9,534,258","$20,000,000","Aug 31, 2007",Death Sentence,"$16,907,831"
"$9,496,130","$20,000,000","Jun 3, 2016",Popstar: Never Stop Never Stopping,"$9,537,120"
"$9,479,390","$20,000,000","Oct 27, 2017",Thank You for Your Service,"$9,985,316"
"$9,208,876","$20,000,000","Dec 4, 2009",Everybody's Fine,"$9,208,876"
"$9,109,322","$20,000,000","Aug 27, 2004",Superbabies: Baby Geniuses 2,"$9,355,369"
"$8,888,355","$20,000,000","Sep 20, 2013",Battle of the Year,"$16,723,377"
"$8,813,410","$20,000,000","Apr 29, 2016",Ratchet and Clank,"$14,365,639"
"$8,580,428","$20,000,000","Aug 17, 2007",Death at a Funeral,"$46,790,428"
"$8,330,720","$20,000,000","Sep 9, 2005",The Man,"$10,393,696"
"$8,135,024","$20,000,000","Jan 5, 2007",Code Name: The Cleaner,"$8,135,024"
"$8,110,975","$20,000,000","Dec 12, 2014",Inherent Vice,"$14,772,346"
"$8,047,525","$20,000,000","Apr 16, 2004",Connie & Carla,"$8,047,525"
"$8,008,161","$20,000,000","Oct 11, 2013",Machete Kills,"$18,273,009"
"$8,000,000","$20,000,000","Jan 1, 1969",Sweet Charity,"$8,000,000"
"$7,578,946","$20,000,000","Feb 24, 2006",Doogal,"$28,058,652"
"$7,535,331","$20,000,000","Sep 16, 2005",Proof,"$8,284,331"
"$7,013,191","$20,000,000","Oct 3, 2008",An American Carol,"$7,022,183"
"$6,882,696","$20,000,000","Mar 14, 2003",Willard,"$6,882,696"
"$6,575,282","$20,000,000","Feb 1, 2008",Strange Wilderness,"$6,947,084"
"$6,485,961","$20,000,000","Apr 24, 2015",Little Boy,"$17,769,299"
"$6,201,757","$20,000,000","Dec 17, 1999",Topsy Turvy,"$6,201,757"
"$6,002,756","$20,000,000","Oct 26, 2012",Chasing Mavericks,"$8,300,821"
"$5,749,134","$20,000,000","Dec 31, 2014",A Most Violent Year,"$8,846,875"
"$5,702,083","$20,000,000","Nov 23, 2011",A Dangerous Method,"$14,807,531"
"$5,501,616","$20,000,000","Jul 7, 2006",A Scanner Darkly,"$7,405,084"
"$5,210,988","$20,000,000","Aug 14, 2009",Bandslam,"$12,967,829"
"$5,178,569","$20,000,000","Jan 28, 2005",Alone in the Dark,"$10,588,079"
"$5,005,899","$20,000,000","Oct 29, 2004",Birth,"$14,603,001"
"$4,712,792","$20,000,000","Aug 26, 2016",Hands of Stone,"$5,031,975"
"$4,452,423","$20,000,000","Oct 24, 2008",Passchendaele,"$4,453,327"
"$4,442,377","$20,000,000","Oct 3, 2008",Flash of Genius,"$4,504,111"
"$4,017,609","$20,000,000","Nov 21, 2007",Iâ€™m Not There,"$12,397,613"
"$3,763,583","$20,000,000","Sep 7, 2012",The Cold Light of Day,"$25,361,206"
"$3,531,756","$20,000,000","May 15, 2009",The Brothers Bloom,"$5,531,756"
"$3,083,538","$20,000,000","Oct 24, 2008","Synecdoche, New York","$4,383,538"
"$2,483,472","$20,000,000","Oct 26, 2018",Suspiria,"$6,773,055"
"$2,468,683","$20,000,000","Nov 3, 2017",LBJ,"$2,507,181"
"$2,374,107","$20,000,000","Oct 29, 1999",Mononoke-hime,"$150,350,000"
"$2,353,728","$20,000,000","Mar 19, 2004",Bon Voyage,"$8,361,736"
"$2,246,000","$20,000,000","Nov 13, 2015",My All-American,"$2,246,000"
"$2,000,000","$20,000,000","Jun 20, 1980",Can't Stop the Music,"$2,000,000"
"$1,903,434","$20,000,000","May 5, 2006",The Proposition,"$5,313,608"
"$1,646,664","$20,000,000","Aug 22, 2003",Marci X,"$1,646,664"
"$1,190,018","$20,000,000","Dec 6, 2002",Equilibrium,"$5,345,869"
"$1,186,538","$20,000,000","Apr 29, 2011",Dylan Dog: Dead of Night,"$6,093,725"
"$1,065,907","$20,000,000","Aug 29, 2012",The Oogieloves in the BIG Balloon Adventure,"$1,065,907"
"$1,031,872","$20,000,000","May 23, 2008",The Children of Huang Shi,"$8,221,700"
"$882,710","$20,000,000","Oct 20, 2000",The Yards,"$2,282,710"
"$754,301","$20,000,000","Aug 6, 2010",Middle Men,"$754,301"
"$587,470","$20,000,000","Apr 28, 2017",JÃ¬yÃ¬ dÃ shÄ«,"$43,888,531"
"$582,024","$20,000,000","Dec 3, 2010",All Good Things,"$873,617"
"$538,460","$20,000,000","Nov 13, 2015",By the Sea,"$3,727,746"
"$468,867","$20,000,000","Mar 18, 2005",Steamboy,"$10,468,867"
"$375,474","$20,000,000","Apr 22, 2005",The Game of Their Lives,"$375,474"
"$305,070","$20,000,000","Sep 11, 1994",Rapa Nui,"$305,070"
"$277,943","$20,000,000","Dec 10, 2010",The Tempest,"$277,943"
"$206,678","$20,000,000","Mar 7, 2008",é•·æ±Ÿä¸ƒè™Ÿ (CJ7),"$47,300,771"
"$200,730","$20,000,000","Sep 18, 2009",The Burning Plain,"$1,167,092"
"$146,072","$20,000,000","Mar 27, 1998",Les Couloirs du temps: Les visiteurs 2,"$26,146,072"
"$121,972","$20,000,000","Apr 25, 2003",People I Know,"$5,694,213"
"$55,039","$20,000,000","Oct 30, 2015",Regression,"$15,824,374"
$0,"$20,000,000","Dec 31, 2008",Admiral,"$38,585,047"
$0,"$20,000,000","Dec 31, 2012",Zambezia,"$34,454,336"
$0,"$20,000,000","Apr 13, 2010",Three Kingdoms: Resurrection of the Dragon,"$22,139,590"
$0,"$20,000,000","Mar 31, 2004",The Touch,"$5,918,742"
$0,"$20,000,000","May 29, 2015",Survivor,"$1,703,281"
$0,"$20,000,000","Nov 18, 2016",The History of Love,"$476,624"
$0,"$20,000,000","Dec 25, 2007",Butterfly on a Wheel,$0
$0,"$20,000,000","Aug 29, 2014",Dwegons and Leprechauns,$0
,,,,
$0,"$20,000,000","Jul 22, 2016",Fight Valley,$0
$0,"$20,000,000","Dec 31, 2017",The Thousand Miles,$0
$0,"$19,800,000","Dec 13, 2018",Bird Box,$0
"$476,270","$19,700,000","Aug 21, 2009",Der Baader Meinhof Komplex,"$16,498,827"
"$63,859,435","$19,500,000","Dec 1, 2017",The Shape of Water,"$189,195,220"
"$2,061,449","$19,500,000","Nov 23, 2012",De rouille et dâ€™os,"$29,393,634"
"$8,060,487","$19,400,000","Dec 20, 2006",The Painted Veil,"$15,118,795"
$0,"$19,200,000","Aug 23, 2013",The Frozen Ground,"$5,617,460"
"$1,361,512","$19,100,000","Jul 29, 2011",The Devil's Double,"$5,965,646"
"$212,259,762","$19,000,000","Jul 3, 1985",Back to the Future,"$385,524,784"
"$184,208,842","$19,000,000","Nov 9, 1990",Dances with Wolves,"$424,200,000"
"$157,019,771","$19,000,000","Jul 7, 2000",Scary Movie,"$277,200,000"
"$100,292,856","$19,000,000","Jun 24, 2011",Bad Teacher,"$215,448,997"
"$97,670,358","$19,000,000","Aug 12, 2016",Sausage Party,"$141,344,255"
"$58,571,513","$19,000,000","Sep 15, 1989",Sea of Love,"$58,571,513"
"$56,127,162","$19,000,000","Jan 10, 2003",Just Married,"$101,564,935"
"$51,733,921","$19,000,000","Sep 11, 2009",I Can Do Bad All By Myself,"$51,733,921"
"$51,438,175","$19,000,000","Jul 16, 2004",A Cinderella Story,"$70,164,105"
"$44,017,374","$19,000,000","May 23, 1980",The Shining,"$44,728,227"
"$41,867,960","$19,000,000","Oct 26, 2001",Thirteen Ghosts,"$68,467,960"
"$40,846,082","$19,000,000","Oct 29, 1999",House on Haunted Hill,"$65,090,541"
"$39,123,589","$19,000,000","Feb 26, 2010",The Crazies,"$56,445,534"
"$36,843,682","$19,000,000","Jan 16, 2009",Notorious,"$44,972,183"
"$31,713,110","$19,000,000","Nov 2, 2018",Nobodyâ€™s Fool,"$32,589,493"
"$27,758,465","$19,000,000","Aug 20, 2010",The Switch,"$49,858,465"
"$25,918,920","$19,000,000","Jan 8, 2010",Leap Year,"$32,618,920"
"$21,488,481","$19,000,000","Nov 8, 2013",The Book Thief,"$76,086,711"
"$20,300,218","$19,000,000","Oct 19, 2007","Gone, Baby, Gone","$34,352,162"
"$15,911,332","$19,000,000","Jul 26, 2000",Thomas and the Magic Railroad,"$15,911,332"
"$13,680,000","$19,000,000","Nov 8, 1962",Mutiny on The Bounty,"$13,680,000"
"$10,049,886","$19,000,000","Sep 20, 2002",Sen to Chihiro no Kamikakushi,"$274,949,886"
"$8,402,485","$19,000,000","Oct 17, 2008",Sex Drive,"$10,412,485"
"$8,123,860","$19,000,000","Jan 9, 1998",Firestorm,"$8,123,860"
"$6,928,068","$19,000,000","Mar 4, 2011",Take Me Home Tonight,"$7,576,604"
"$5,310,554","$19,000,000","Sep 28, 2012",Won't Back Down,"$5,745,503"
"$5,059,608","$19,000,000","Jun 1, 2018",Action Point,"$5,103,675"
"$4,750,000","$19,000,000","Jan 1, 1964",The Fall of the Roman Empire,"$4,750,000"
"$2,119,994","$19,000,000","Nov 24, 1993",The Nutcracker,"$2,119,994"
"$2,119,994","$19,000,000","Dec 13, 2011",George Balanchine\'s The Nutcracker,"$2,119,994"
"$1,353,824","$19,000,000","Aug 16, 1996",Kansas City,"$1,353,824"
$0,"$19,000,000","Mar 8, 2016",Out of the Inferno,$0
"$20,700,082","$18,975,000","Jun 24, 2005",George A. Romero's Land of the Dead,"$47,751,015"
"$320,700","$18,900,000","Dec 15, 2006",IndigÃ¨nes,"$26,063,572"
"$65,233,369","$18,500,000","Apr 15, 2005",The Amityville Horror,"$109,175,673"
"$22,498,520","$18,500,000","Dec 6, 2002",Adaptation,"$32,531,759"
"$18,451,251","$18,500,000","Oct 2, 2009",The Invention of Lying,"$32,679,264"
"$10,680,275","$18,500,000","May 22, 1998",Fear and Loathing in Las Vegas,"$13,711,903"
"$6,198,883","$18,500,000","Jul 4, 2008",Ne le dis Ã  personne,"$33,954,018"
"$4,221,341","$18,500,000","Feb 2, 2001",Left Behind,"$4,221,341"
"$150,086,800","$18,000,000","May 9, 2014",Neighbors,"$270,944,428"
"$128,505,958","$18,000,000","Nov 3, 2006",Borat,"$261,443,242"
"$119,920,129","$18,000,000","Jul 29, 1994",The Mask,"$351,620,129"
"$114,968,774","$18,000,000","Jun 3, 1988",Big,"$151,668,774"
"$96,493,426","$18,000,000","Jul 13, 2001",Legally Blonde,"$141,809,235"
"$86,047,227","$18,000,000","Apr 30, 2004",Mean Girls,"$130,953,026"
"$76,471,046","$18,000,000","Jun 1, 1984",Star Trek III: The Search for Spock,"$87,000,000"
"$75,072,454","$18,000,000","Sep 9, 2005",The Exorcism of Emily Rose,"$144,529,078"
"$65,535,067","$18,000,000","Dec 10, 1999",Deuce Bigalow: Male Gigolo,"$92,935,067"
"$65,070,412","$18,000,000","Jan 1, 2004",Barbershop 2: Back in Business,"$65,842,412"
"$60,062,868","$18,000,000","Dec 16, 2005",The Family Stone,"$92,357,499"
"$60,060,328","$18,000,000","Nov 26, 2003",Bad Santa,"$77,147,031"
"$59,735,548","$18,000,000","Jun 12, 1987",Predator,"$98,267,558"
"$59,689,605","$18,000,000","Mar 25, 2016",My Big Fat Greek Wedding 2,"$92,096,558"
"$57,027,435","$18,000,000","Sep 11, 2015",The Perfect Guy,"$60,278,166"
"$53,883,989","$18,000,000","May 2, 1997",Austin Powers: International Man of Mystery,"$67,683,989"
"$52,698,535","$18,000,000","Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,"$73,695,194"
"$51,973,029","$18,000,000","Sep 19, 1984",Amadeus,"$51,973,029"
"$43,869,350","$18,000,000","Apr 11, 2008",Prom Night,"$57,193,655"
"$43,853,424","$18,000,000","Apr 8, 2011",Soul Surfer,"$47,158,652"
"$43,601,508","$18,000,000","Sep 26, 2003",Under the Tuscan Sun,"$57,490,024"
"$42,469,946","$18,000,000","Jun 29, 2018",Uncle Drew,"$46,527,161"
"$42,340,598","$18,000,000","Oct 17, 2014",Birdman or (The Unexpected Virtue of Ignorance),"$103,215,094"
"$41,382,841","$18,000,000","Oct 10, 1986",Peggy Sue Got Married,"$41,382,841"
"$41,300,105","$18,000,000","Dec 26, 2001",Gosford Park,"$41,300,105"
"$41,059,716","$18,000,000","Jan 11, 2002",Orange County,"$43,308,707"
"$33,404,871","$18,000,000","Jul 26, 2013",Blue Jasmine,"$102,912,961"
"$31,567,134","$18,000,000","Apr 28, 2006",United 93,"$77,635,035"
"$30,272,254","$18,000,000","Dec 5, 2003",Honey,"$62,646,763"
"$29,511,112","$18,000,000","Oct 14, 2005",The Fog,"$37,048,526"
"$26,936,265","$18,000,000","May 24, 1996",Spy Hard,"$26,936,265"
"$26,839,498","$18,000,000","Aug 7, 2015",Ricki and the Flash,"$41,166,033"
"$26,593,580","$18,000,000","Dec 13, 1989",Glory,"$26,593,580"
"$26,400,000","$18,000,000","Jun 29, 1984",Conan the Destroyer,"$26,400,000"
"$26,302,731","$18,000,000","Nov 13, 2015",Love the Coopers,"$42,227,490"
"$24,911,670","$18,000,000","Jun 24, 1970",Catch-22,"$24,911,670"
"$24,007,324","$18,000,000","Apr 10, 2009",Observe and Report,"$27,148,898"
"$23,380,203","$18,000,000","Nov 14, 1980",Raging Bull,"$23,380,203"
"$22,965,110","$18,000,000","Sep 18, 2009",Love Happens,"$36,133,014"
"$22,455,510","$18,000,000","Sep 25, 2009",Fame,"$80,227,619"
"$20,497,844","$18,000,000","Apr 28, 2017",The Circle,"$40,651,864"
"$19,739,000","$18,000,000","Dec 4, 1985",Young Sherlock Holmes,"$19,739,000"
"$18,335,230","$18,000,000","Nov 5, 2010",127 Hours,"$60,217,171"
"$17,266,359","$18,000,000","May 19, 2000",Small Time Crooks,"$29,934,477"
"$17,200,925","$18,000,000","May 12, 2000",Center Stage,"$21,361,109"
"$17,062,499","$18,000,000","Jan 15, 2016",Norm of the North,"$30,535,660"
"$16,703,799","$18,000,000","Feb 6, 2004",Catch That Kid,"$16,959,614"
"$16,131,410","$18,000,000","Aug 16, 2013",Jobs,"$43,402,515"
"$15,652,637","$18,000,000","Oct 26, 2001",Life as a House,"$23,889,158"
"$15,285,588","$18,000,000","Jan 8, 2010",Youth in Revolt,"$19,685,588"
"$15,160,801","$18,000,000","Jul 25, 2014",And So It Goes,"$17,920,013"
,,,,
"$14,800,725","$18,000,000","Jul 10, 2009","I Love You, Beth Cooper","$16,382,538"
"$13,747,234","$18,000,000","Jul 24, 1981",Blow Out,"$13,747,234"
"$13,491,653","$18,000,000","Mar 30, 2001",The Tailor of Panama,"$27,491,653"
"$13,400,000","$18,000,000","May 22, 1981",The Legend of the Lone Ranger,"$13,400,000"
"$13,371,528","$18,000,000","Jan 31, 2014",Labor Day,"$14,189,810"
"$10,501,938","$18,000,000","Aug 30, 2013",Getaway,"$11,813,989"
"$8,038,061","$18,000,000","Sep 26, 1997",The Ice Storm,"$16,011,975"
"$7,739,049","$18,000,000","Oct 15, 2004",Being Julia,"$14,488,705"
"$7,190,505","$18,000,000","Mar 22, 1989",Troop Beverly Hills,"$7,190,505"
"$6,734,844","$18,000,000","Feb 21, 1986",Nine 1/2 Weeks,"$6,734,844"
"$6,617,867","$18,000,000","Jan 15, 2010",The Last Station,"$15,696,146"
"$6,000,000","$18,000,000","Jun 26, 1981",Dragonslayer,"$6,000,000"
"$5,828,466","$18,000,000","Sep 30, 1994",Ed Wood,"$5,828,466"
"$5,705,761","$18,000,000","Jun 6, 2008",Mongol,"$27,147,349"
"$5,700,626","$18,000,000","Oct 8, 2008",RocknRolla,"$27,794,339"
"$5,675,599","$18,000,000","Jun 25, 1982",Megaforce,"$5,675,599"
"$4,806,750","$18,000,000","Aug 20, 2010",Mao's Last Dancer,"$25,941,437"
"$4,501,094","$18,000,000","Dec 25, 1996",Hamlet,"$7,129,670"
"$4,438,438","$18,000,000","Apr 11, 2014",The Railway Man,"$23,910,210"
"$4,100,000","$18,000,000","Dec 29, 1995",Restoration,"$4,100,000"
"$3,712,282","$18,000,000","Mar 18, 2016",Midnight Special,"$7,680,250"
"$3,500,605","$18,000,000","Nov 25, 2016",Miss Sloane,"$7,719,630"
"$3,419,967","$18,000,000","Sep 27, 2013",Metallica Through the Never,"$9,082,906"
"$3,203,044","$18,000,000","Sep 19, 2003",Anything Else,"$13,203,044"
"$2,483,790","$18,000,000","Feb 23, 1996",Unforgettable,"$2,483,790"
"$2,402,004","$18,000,000","Mar 17, 2017",T2: Trainspotting,"$42,091,262"
"$2,222,862","$18,000,000","Dec 30, 2009",Das Weisse Band: Eine deutsche Kindergeschichte,"$25,727,044"
"$1,305,114","$18,000,000","Apr 25, 1986",8 Million Ways to Die,"$1,305,114"
"$1,034,589","$18,000,000","Mar 1, 2013",Phantom,"$1,199,510"
