DomesticG,PBudget,RDate,Title,WorldwideG
"$38,087,756","$40,000,000","Dec 21, 1994",Ri¢hie Ri¢h,"$38,087,756"
"$37,752,931","$40,000,000","Aug 11, 2000",Autumn in New York,"$90,717,684"
"$37,412,945","$40,000,000","Mar 18, 2011",Paul,"$101,162,106"
"$37,134,215","$40,000,000","Dec 19, 2012",The Guilt Trip,"$41,294,674"
"$36,665,854","$40,000,000","Aug 26, 2011",Colombiana,"$72,295,262"
"$36,443,442","$40,000,000","Feb 26, 1999",8MM,"$96,398,826"
"$36,343,858","$40,000,000","Jan 12, 2018",The Commuter,"$101,985,431"
"$36,037,909","$40,000,000","Feb 18, 2000",Hanging Up,"$51,867,723"
"$34,416,893","$40,000,000","Mar 1, 1991",The Doors,"$34,416,893"
"$33,864,342","$40,000,000","Aug 20, 1999",Mickey Blue Eyes,"$53,864,342"
"$33,508,922","$40,000,000","Oct 20, 2000",Pay it Forward,"$55,696,705"
"$33,035,397","$40,000,000","Apr 8, 2011",Arthur,"$47,787,943"
"$32,862,104","$40,000,000","Mar 21, 2008",Drillbit Taylor,"$49,686,263"
"$31,886,361","$40,000,000","Dec 21, 2016",Patriots Day,"$52,837,989"
"$31,847,881","$40,000,000","Dec 25, 2011",Extremely Loud and Incredibly Close,"$55,247,881"
"$31,835,600","$40,000,000","Jul 1, 1994",The Shadow,"$31,835,600"
"$31,715,062","$40,000,000","Nov 26, 2008",Transporter 3,"$107,235,592"
"$31,011,732","$40,000,000","Nov 10, 2010",Morning Glory,"$59,795,070"
"$30,981,850","$40,000,000","Nov 9, 2005",Get Rich or Die Tryin',"$46,666,955"
"$30,199,105","$40,000,000","Aug 25, 2000",The Art of War,"$30,199,105"
"$29,807,260","$40,000,000","Dec 25, 2013",Grudge Match,"$69,807,260"
"$29,374,178","$40,000,000","Aug 11, 2000",Bless the Child,"$40,435,694"
"$29,077,547","$40,000,000","Nov 23, 2005",Rent,"$31,670,620"
"$28,544,120","$40,000,000","Apr 2, 1999",The Out-of-Towners,"$28,544,120"
"$28,370,522","$40,000,000","Aug 11, 2017",The Nut Job 2: Nutty by Nature,"$57,438,389"
"$27,682,712","$40,000,000","Aug 23, 1996",The Island of Dr. Moreau,"$27,682,712"
"$27,053,815","$40,000,000","Sep 7, 2001",The Musketeer,"$27,053,815"
"$26,844,692","$40,000,000","Jan 27, 2017",Resident Evil: The Final Chapter,"$314,101,190"
"$26,814,957","$40,000,000","Feb 29, 2008",The Other Boleyn Girl,"$78,269,970"
"$25,584,504","$40,000,000","Jun 30, 2017",The House,"$31,192,425"
"$25,288,103","$40,000,000","Feb 16, 2001",Sweet November,"$65,754,228"
"$25,126,214","$40,000,000","Apr 5, 2007",The Reaping,"$62,226,214"
"$24,827,228","$40,000,000","Jan 7, 2011",Season of the Witch,"$91,126,600"
"$24,172,899","$40,000,000","Jun 3, 1994",Renaissance Man,"$24,172,899"
"$22,772,500","$40,000,000","May 15, 1998",Quest for Camelot,"$38,172,500"
"$22,433,915","$40,000,000","Sep 6, 2002",City by the Sea,"$22,433,915"
"$22,365,133","$40,000,000","Jan 15, 1999",At First Sight,"$22,365,133"
"$21,218,403","$40,000,000","Aug 26, 2016",Mechanic: Resurrection,"$109,738,840"
"$21,176,322","$40,000,000","Jan 16, 2004",Torque,"$46,176,322"
"$21,002,919","$40,000,000","Nov 13, 2009",Fantastic Mr. Fox,"$47,083,412"
"$20,350,754","$40,000,000","Sep 22, 1995",Showgirls,"$37,750,754"
"$20,278,055","$40,000,000","Feb 16, 1996",City Hall,"$20,278,055"
"$20,157,300","$40,000,000","Feb 3, 2012",Big Miracle,"$25,268,680"
"$19,019,882","$40,000,000","Dec 21, 2012",The Impossible,"$169,590,606"
"$18,450,127","$40,000,000","Mar 9, 2012",A Thousand Words,"$20,790,486"
"$15,962,471","$40,000,000","Oct 20, 2006",Marie Antoinette,"$60,862,471"
"$14,967,182","$40,000,000","Oct 6, 2000",Get Carter,"$19,417,182"
"$14,942,422","$40,000,000","Apr 21, 1995",Kiss of Death,"$14,942,422"
"$14,448,589","$40,000,000","Apr 26, 2002","Life, or Something Like It","$14,448,589"
"$14,375,181","$40,000,000","May 15, 1987",Ishtar,"$14,375,181"
"$14,358,033","$40,000,000","Feb 28, 1992",Memoirs of an Invisible Man,"$14,358,033"
"$14,279,575","$40,000,000","Oct 23, 2009",Amelia,"$19,756,077"
"$14,046,595","$40,000,000","Oct 23, 2009",Cirque du Freak: The Vampire's Assistant,"$39,753,957"
"$14,018,364","$40,000,000","May 7, 2004",New York Minute,"$21,215,882"
,,,,
"$13,508,635","$40,000,000","Mar 12, 1999",The Deep End of the Ocean,"$13,508,635"
"$13,395,939","$40,000,000","Nov 5, 2004",Alfie,"$35,195,939"
"$13,208,023","$40,000,000","Aug 30, 2002",FearDotCom,"$13,208,023"
"$12,082,391","$40,000,000","Nov 7, 2008",Soul Men,"$12,345,883"
"$10,664,749","$40,000,000","Mar 20, 2015",The Gunman,"$18,594,227"
"$10,447,421","$40,000,000","Aug 20, 1999",Universal Soldier II: The Return,"$10,717,421"
"$10,330,853","$40,000,000","Sep 25, 2009",Pandorum,"$17,033,431"
"$9,652,000","$40,000,000","Sep 26, 2003",Duplex,"$10,070,651"
"$7,388,654","$40,000,000","Aug 16, 2013",Paranoia,"$16,340,767"
"$7,000,000","$40,000,000","Aug 1, 1980",Raise the Titanic,"$7,000,000"
"$6,738,000","$40,000,000","Jul 10, 2015",Baahubali: The Beginning,"$26,736,665"
"$6,115,824","$40,000,000","Mar 9, 2018",The Hurricane Heist,"$30,963,684"
"$6,114,237","$40,000,000","Jan 4, 2002",Impostor,"$7,974,607"
"$5,775,076","$40,000,000","Nov 25, 2015",Victor Frankenstein,"$32,969,209"
"$4,835,968","$40,000,000","Nov 27, 2002",Extreme Ops,"$12,624,471"
"$4,777,007","$40,000,000","Apr 6, 2001",Just Visiting,"$16,172,200"
"$4,563,029","$40,000,000","Jun 27, 2014",Snowpiercer,"$88,069,880"
"$3,688,560","$40,000,000","Jul 20, 2007",Sunshine,"$32,030,610"
"$2,816,518","$40,000,000","Mar 11, 1994",The Hudsucker Proxy,"$14,938,149"
"$1,738,477","$40,000,000","Nov 11, 2016",Billy Lynnâ€™s Long Halftime Walk,"$30,230,402"
"$1,641,825","$40,000,000","Jul 1, 1986",Pirates,"$6,341,825"
"$915,840","$40,000,000","Dec 12, 2008",Delgo,"$915,840"
"$876,671","$40,000,000","Sep 7, 2007",The Hunting Party,"$7,729,552"
"$659,210","$40,000,000","Oct 13, 2006",Alex Rider: Operation Stormbreaker,"$20,722,450"
"$627,047","$40,000,000","Nov 20, 2009",Red Cliff,"$119,627,047"
"$463,730","$40,000,000","Sep 24, 2004",The Last Shot,"$463,730"
"$79,123","$40,000,000","Mar 16, 2007",Nomad,"$79,123"
$0,"$40,000,000","Apr 16, 2013",Un monstre Ã  Paris ,"$27,000,381"
$0,"$40,000,000","Jun 21, 2019",Kursk,"$4,212,799"
$0,"$40,000,000","Nov 11, 2016",USS Indianapolis: Men of Courage,"$1,663,785"
$0,"$40,000,000","Dec 31, 2014",Dragon Nest Warriors' Dawn,"$734,423"
$0,"$40,000,000","Dec 31, 2018",The Crow,$0
$0,"$40,000,000","Sep 13, 2019",The Goldfinch,$0
"$63,414,846","$39,000,000","Aug 14, 2009",The Time Traveler's Wife,"$102,332,135"
"$59,950,623","$39,000,000","Jun 17, 1983",Superman III,"$59,950,623"
"$42,674,040","$39,000,000","Feb 2, 2007",Because I Said So,"$69,538,833"
"$35,287,788","$39,000,000","Oct 5, 2012",Frankenweenie,"$81,150,788"
"$30,356,589","$39,000,000","Mar 29, 1996",Sgt. Bilko,"$37,956,589"
"$25,514,517","$39,000,000","Sep 30, 2005",Serenity,"$40,319,440"
"$12,796,824","$39,000,000","Sep 7, 2007",Shoot 'Em Up,"$26,796,824"
"$5,881,504","$39,000,000","Feb 20, 2004",Against the Ropes,"$6,429,865"
"$6,594,959","$38,600,000","Aug 23, 2013",Yi dai zong shi,"$57,987,299"
"$144,512,310","$38,000,000","Jun 22, 2001",The Fast and the Furious,"$206,512,310"
"$127,214,072","$38,000,000","Sep 27, 2002",Sweet Home Alabama,"$182,365,114"
"$88,915,214","$38,000,000","Jul 24, 2009",The Ugly Truth,"$205,298,907"
"$85,846,296","$38,000,000","Aug 7, 2002",Spy Kids 2: The Island of Lost Dreams,"$119,721,296"
"$75,671,262","$38,000,000","Nov 18, 1994",Star Trek: Generations,"$120,000,000"
"$73,921,000","$38,000,000","Jun 2, 2017",Captain Underpants: The First Epic Movie,"$126,577,874"
"$71,091,594","$38,000,000","Apr 17, 2015",Paul Blart: Mall Cop 2,"$107,650,646"
"$61,894,591","$38,000,000","Dec 19, 1997",Mouse Hunt,"$61,894,591"
"$60,323,786","$38,000,000","Dec 23, 2016",Why Him?,"$117,425,156"
"$58,709,717","$38,000,000","Apr 22, 2011",Water for Elephants,"$116,809,717"
"$53,374,681","$38,000,000","Oct 8, 2010",Life as We Know It,"$105,887,837"
"$50,699,241","$38,000,000","Dec 29, 1999",The Hurricane,"$73,956,241"
"$42,025,135","$38,000,000","Sep 6, 2013",Riddick,"$94,763,758"
"$40,334,024","$38,000,000","Mar 23, 2001",Heartbreakers,"$57,753,825"
"$39,177,215","$38,000,000","May 24, 2002",Enough,"$50,970,660"
"$34,912,982","$38,000,000","Jan 22, 2016",The 5th Wave,"$111,336,398"
"$31,811,527","$38,000,000","Feb 6, 2009",Push,"$44,411,527"
"$26,947,624","$38,000,000","Sep 20, 2013",Rush,"$98,230,839"
"$24,044,532","$38,000,000","May 18, 2001",Angel Eyes,"$29,544,532"
"$22,770,864","$38,000,000","Dec 21, 2001",Joe Somebody,"$24,515,990"
"$18,653,746","$38,000,000","Mar 10, 2000",The Ninth Gate,"$58,394,308"
"$18,340,051","$38,000,000","Oct 20, 2017",Only the Brave,"$24,555,177"
"$17,378,193","$38,000,000","Sep 27, 1996",Extreme Measures,"$17,378,193"
"$16,999,934","$38,000,000","Oct 14, 2011",The Thing,"$27,573,078"
"$16,991,902","$38,000,000","Sep 7, 2001",Rock Star,"$19,317,765"
"$10,229,300","$38,000,000","Feb 2, 1996",White Squall,"$10,229,300"
"$7,873,007","$38,000,000","Oct 10, 2008",City of Ember,"$17,831,558"
"$6,504,442","$38,000,000","Oct 31, 1997",Switchback,"$6,504,442"
"$3,143,056","$38,000,000","Sep 21, 2018",The Sisters Brothers,"$13,143,056"
"$623,374","$38,000,000","Nov 30, 2001",Texas Rangers,"$623,374"
$0,"$38,000,000","Aug 26, 2008",Virgin Territory,"$5,473,041"
"$108,235,497","$37,500,000","Jan 11, 2019",The Upside,"$119,024,536"
"$41,152,203","$37,500,000","May 18, 2012",What to Expect When You're Expecting,"$88,473,016"
"$16,247,159","$37,500,000","Sep 14, 2012",The Master,"$50,647,416"
"$9,793,406","$37,500,000","Oct 10, 2008",The Express,"$9,813,309"
"$192,769,854","$37,000,000","Nov 21, 2008",Twilight,"$402,280,159"
"$150,394,119","$37,000,000","Aug 7, 2013",We're the Millers,"$267,816,276"
"$109,767,581","$37,000,000","Nov 25, 2015",Creed,"$173,567,581"
"$92,186,262","$37,000,000","Sep 17, 2010",The Town,"$152,566,881"
"$72,286,779","$37,000,000","Sep 23, 2011",Dolphin Tale,"$96,068,724"
"$69,179,066","$37,000,000","Feb 23, 2018",Game Night,"$117,378,084"
"$60,355,347","$37,000,000","Sep 12, 2008",Burn After Reading,"$168,167,798"
"$57,139,723","$37,000,000","Apr 23, 2004",13 Going On 30,"$97,658,712"
"$48,006,762","$37,000,000","Apr 4, 2008",Nim's Island,"$101,857,425"
"$46,843,513","$37,000,000","Feb 12, 2016",How to be Single,"$100,003,780"
"$44,875,481","$37,000,000","Feb 26, 2010",Cop Out,"$55,909,910"
"$33,047,633","$37,000,000","Jan 28, 2011",The Rite,"$97,143,987"
"$30,105,968","$37,000,000","Jul 18, 2008",Space Chimps,"$67,029,956"
"$22,450,975","$37,000,000","Dec 17, 1999",Magnolia,"$48,446,802"
"$21,052,030","$37,000,000","May 29, 2015",Aloha,"$25,387,091"
$0,"$36,500,000","Dec 31, 2009",Obitaemyy ostrov,"$15,000,000"
"$215,288,866","$36,000,000","Oct 5, 2018",A Star is Born,"$433,480,232"
"$99,967,670","$36,000,000","Feb 11, 2011",Gnomeo and Juliet,"$193,737,977"
"$71,026,631","$36,000,000","Feb 15, 2002",John Q,"$102,226,631"
"$68,208,190","$36,000,000","Sep 17, 1999",Blue Streak,"$117,448,157"
"$55,500,000","$36,000,000","Oct 7, 1983",Never Say Never Again,"$160,000,000"
"$50,269,859","$36,000,000","Mar 26, 2010",Hot Tub Time Machine,"$65,967,750"
"$50,159,144","$36,000,000","May 2, 1997",Breakdown,"$50,159,144"
,,,,
"$760,507,625","$425,000,000","Dec 18, 2009",Avatar,"$2,776,345,279"
"$241,063,875","$410,600,000","May 20, 2011",Pirates of the Caribbean: On Stranger Tides,"$1,045,663,875"
"$459,005,868","$330,600,000","May 1, 2015",Avengers: Age of Ultron,"$1,403,013,963"
"$620,181,382","$317,000,000","Dec 15, 2017",Star Wars Ep. VIII: The Last Jedi,"$1,316,721,747"
"$936,662,225","$306,000,000","Dec 18, 2015",Star Wars Ep. VII: The Force Awakens,"$2,053,311,220"
"$678,815,482","$300,000,000","Apr 27, 2018",Avengers: Infinity War,"$2,048,134,200"
"$309,420,425","$300,000,000","May 24, 2007",Pirates of the Caribbean: At Worldâ€™s End,"$963,420,425"
"$229,024,295","$300,000,000","Nov 17, 2017",Justice League,"$655,945,209"
"$200,074,175","$300,000,000","Nov 6, 2015",Spectre,"$879,620,923"
"$448,139,099","$275,000,000","Jul 20, 2012",The Dark Knight Rises,"$1,084,439,099"
"$89,302,115","$275,000,000","Jul 2, 2013",The Lone Ranger,"$260,002,115"
"$73,058,679","$275,000,000","Mar 9, 2012",John Carter,"$282,778,100"
"$200,821,936","$260,000,000","Nov 24, 2010",Tangled,"$586,477,240"
"$336,530,303","$258,000,000","May 4, 2007",Spider-Man 3,"$894,860,230"
"$408,084,349","$250,000,000","May 6, 2016",Captain America: Civil War,"$1,140,069,413"
"$330,360,194","$250,000,000","Mar 25, 2016",Batman v Superman: Dawn of Justice,"$867,500,281"
"$303,003,568","$250,000,000","Dec 14, 2012",The Hobbit: An Unexpected Journey,"$1,017,003,568"
"$302,089,278","$250,000,000","Jul 15, 2009",Harry Potter and the Half-Blood Prince,"$935,213,767"
"$258,366,855","$250,000,000","Dec 13, 2013",The Hobbit: The Desolation of Smaug,"$960,366,855"
"$255,119,788","$250,000,000","Dec 17, 2014",The Hobbit: The Battle of the Five Armies,"$945,577,621"
"$225,764,765","$250,000,000","Apr 14, 2017",The Fate of the Furious,"$1,234,846,267"
"$213,767,512","$250,000,000","May 25, 2018",Solo: A Star Wars Story,"$393,151,347"
"$200,120,000","$232,000,000","Jun 28, 2006",Superman Returns,"$374,085,065"
"$172,558,876","$230,000,000","May 26, 2017",Pirates of the Caribbean: Dead Men Tell No Tales,"$788,241,137"
"$169,368,427","$230,000,000","Nov 14, 2008",Quantum of Solace,"$591,692,078"
"$623,279,547","$225,000,000","May 4, 2012",The Avengers,"$1,517,935,897"
"$423,315,812","$225,000,000","Jul 7, 2006",Pirates of the Caribbean: Dead Manâ€™s Chest,"$1,066,215,812"
"$291,045,518","$225,000,000","Jun 14, 2013",Man of Steel,"$667,999,518"
"$141,621,490","$225,000,000","May 16, 2008",The Chronicles of Narnia: Prince Caspian,"$417,341,288"
"$262,030,663","$220,000,000","Jul 3, 2012",The Amazing Spider-Man,"$757,890,267"
"$65,233,400","$220,000,000","May 18, 2012",Battleship,"$313,477,717"
"$130,168,683","$217,000,000","Jun 21, 2017",Transformers: The Last Knight,"$602,893,340"
"$652,270,625","$215,000,000","Jun 12, 2015",Jurassic World,"$1,648,854,864"
"$179,020,854","$215,000,000","May 25, 2012",Men in Black 3,"$654,213,485"
"$402,111,870","$210,000,000","Jun 24, 2009",Transformers: Revenge of the Fallen,"$836,519,699"
"$245,439,076","$210,000,000","Jun 27, 2014",Transformers: Age of Extinction,"$1,104,039,076"
"$234,362,462","$210,000,000","May 26, 2006",X-Men: The Last Stand,"$459,260,946"
"$105,487,148","$210,000,000","May 14, 2010",Robin Hood,"$322,459,006"
"$218,080,025","$207,000,000","Dec 14, 2005",King Kong,"$550,517,357"
"$70,107,728","$205,000,000","Dec 7, 2007",The Golden Compass,"$367,262,558"
"$700,059,566","$200,000,000","Feb 16, 2018",Black Panther,"$1,348,258,224"
"$659,363,944","$200,000,000","Dec 19, 1997",Titanic,"$2,208,208,395"
"$608,581,744","$200,000,000","Jun 15, 2018",Incredibles 2,"$1,242,532,436"
"$532,177,324","$200,000,000","Dec 16, 2016",Rogue One: A Star Wars Story,"$1,049,102,856"
"$486,295,561","$200,000,000","Jun 17, 2016",Finding Dory,"$1,021,215,193"
"$415,004,880","$200,000,000","Jun 18, 2010",Toy Story 3,"$1,068,879,522"
"$408,992,272","$200,000,000","May 3, 2013",Iron Man 3,"$1,215,392,272"
"$389,813,101","$200,000,000","May 5, 2017",Guardians of the Galaxy Vol 2,"$862,316,233"
"$373,524,485","$200,000,000","Jun 30, 2004",Spider-Man 2,"$795,110,670"
"$334,191,110","$200,000,000","Mar 5, 2010",Alice in Wonderland,"$1,025,491,110"
"$304,360,277","$200,000,000","Nov 8, 2012",Skyfall,"$1,110,526,981"
"$268,488,329","$200,000,000","Jun 21, 2013",Monsters University,"$743,588,329"
"$234,770,996","$200,000,000","Mar 8, 2013",Oz the Great and Powerful,"$490,359,051"
"$233,921,534","$200,000,000","May 23, 2014",X-Men: Days of Future Past,"$747,862,775"
"$202,853,933","$200,000,000","May 2, 2014",The Amazing Spider-Man 2,"$708,996,336"
"$191,450,875","$200,000,000","Jun 24, 2011",Cars 2,"$560,155,383"
"$172,062,763","$200,000,000","Dec 17, 2010",Tron: Legacy,"$400,062,763"
"$166,112,167","$200,000,000","Nov 13, 2009",2012,"$757,677,748"
"$159,555,901","$200,000,000","Nov 16, 2018",Fantastic Beasts: The Crimes of Grindelwald,"$652,220,086"
"$125,322,469","$200,000,000","May 21, 2009",Terminator Salvation,"$365,491,792"
"$116,601,172","$200,000,000","Jun 17, 2011",Green Lantern,"$219,535,492"
"$90,759,676","$200,000,000","May 28, 2010",Prince of Persia: Sands of Time,"$336,359,676"
$0,"$200,000,000","May 31, 2019",Godzilla: King of the Monsters,$0
$0,"$200,000,000","Jun 7, 2019",Dark Phoenix,$0
"$352,390,543","$195,000,000","Jun 29, 2011",Transformers: Dark of the Moon,"$1,123,790,543"
"$80,101,125","$195,000,000","Jun 9, 2017",The Mummy,"$409,953,905"
"$65,187,603","$195,000,000","Mar 1, 2013",Jack the Giant Slayer,"$197,687,603"
"$353,007,020","$190,000,000","Apr 3, 2015",Furious 7,"$1,518,722,794"
"$228,778,661","$190,000,000","May 16, 2013",Star Trek Into Darkness,"$467,381,584"
"$202,359,711","$190,000,000","Jun 21, 2013",World War Z,"$531,514,650"
"$144,840,419","$190,000,000","May 10, 2013",The Great Gatsby,"$351,040,419"
"$137,855,863","$190,000,000","Nov 6, 2009",Disneyâ€™s A Christmas Carol,"$315,709,697"
"$101,802,906","$190,000,000","Jul 12, 2013",Pacific Rim,"$411,002,906"
"$123,087,120","$187,500,000","Nov 25, 2015",The Good Dinosaur,"$333,771,037"
"$318,604,126","$186,000,000","May 2, 2008",Iron Man,"$585,171,547"
"$533,720,947","$185,000,000","Jul 18, 2008",The Dark Knight,"$1,001,996,207"
"$317,101,119","$185,000,000","May 22, 2008",Indiana Jones and the Kingdom of the Crystal Skull,"$786,635,413"
"$237,282,182","$185,000,000","Jun 22, 2012",Brave,"$554,606,532"
"$168,052,812","$185,000,000","Mar 10, 2017",Kong: Skull Island,"$561,072,059"
"$158,848,340","$185,000,000","Jul 22, 2016",Star Trek Beyond,"$335,802,233"
"$92,054,159","$185,000,000","Oct 6, 2017",Blade Runner 2049,"$259,357,408"
"$315,058,289","$180,000,000","Nov 3, 2017",Thor: Ragnarok,"$846,980,024"
"$291,710,957","$180,000,000","Dec 9, 2005","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$720,539,572"
"$241,407,328","$180,000,000","May 30, 2014",Maleficent,"$758,536,735"
"$234,037,575","$180,000,000","Nov 18, 2016",Fantastic Beasts and Where to Find Them,"$802,402,853"
"$223,808,164","$180,000,000","Jun 27, 2008",WALL-E,"$532,508,025"
"$140,125,968","$180,000,000","Aug 10, 2007",Rush Hour 3,"$256,585,882"
"$126,643,061","$180,000,000","Jul 1, 2016",The Legend of Tarzan,"$348,902,025"
"$73,864,507","$180,000,000","Nov 23, 2011",Hugo,"$180,047,784"
"$40,479,370","$180,000,000","Jul 21, 2017",Valerian and the City of a Thousand Planets,"$215,098,356"
"$47,482,519","$179,000,000","Feb 6, 2015",Jupiter Ascending,"$181,982,519"
"$220,159,104","$178,000,000","Jul 27, 2018",Mission: Impossibleâ€”Fallout,"$787,456,552"
"$155,442,489","$178,000,000","May 27, 2016",X-Men: Apocalypse,"$542,537,546"
"$145,443,742","$178,000,000","Aug 10, 2018",The Meg,"$529,530,715"
"$100,206,256","$178,000,000","Jun 6, 2014",Edge of Tomorrow,"$370,541,256"
"$423,962,821","$175,000,000","Mar 8, 2019",Captain Marvel,"$1,123,272,174"
"$364,001,123","$175,000,000","Apr 15, 2016",The Jungle Book,"$962,854,547"
"$356,461,711","$175,000,000","Jun 19, 2015",Inside Out,"$854,235,992"
"$334,201,140","$175,000,000","Jul 7, 2017",Spider-Man: Homecoming,"$880,166,350"
"$325,100,054","$175,000,000","Aug 5, 2016",Suicide Squad,"$746,059,887"
,,,,
"$42,024,533","$36,000,000","Sep 12, 2014",Dolphin Tale 2,"$57,824,533"
"$31,016,021","$36,000,000","Dec 16, 2016",Collateral Beauty,"$85,309,093"
"$26,500,000","$36,000,000","Apr 4, 2003",A Man Apart,"$43,797,731"
"$23,360,779","$36,000,000","Feb 25, 2000",Reindeer Games,"$23,360,779"
"$14,378,353","$36,000,000","Dec 24, 1999",Snow Falling on Cedars,"$14,378,353"
"$13,052,741","$36,000,000","Dec 20, 1996",Ghosts of Mississippi,"$13,052,741"
"$12,532,777","$36,000,000","Oct 24, 1997",Gattaca,"$12,532,777"
"$2,954,405","$36,000,000","Jan 28, 2000",Isn't She Great,"$2,954,405"
"$2,679,437","$36,000,000","Jan 22, 2016",Yip Man 3,"$157,300,954"
"$1,069,334","$36,000,000","May 6, 2011",There Be Dragons,"$4,020,990"
$0,"$36,000,000","Apr 14, 2017",Queen of the Desert,"$1,578,543"
"$37,788,228","$35,200,000","Mar 28, 2003",Head of State,"$38,283,765"
"$327,481,748","$35,000,000","Sep 8, 2017",It,"$697,457,969"
"$277,322,503","$35,000,000","Jun 5, 2009",The Hangover,"$465,764,086"
"$255,959,475","$35,000,000","Nov 20, 2009",The Blind Side,"$305,705,794"
"$251,188,924","$35,000,000","Jun 23, 1989",Batman,"$411,348,924"
